nome,cpf,data_nascimento,idade,endereco,estado,pais
Breno Cardoso,56766984234,05/09/2031,115.0,"Trecho Nicolas Barros, 14 Califórnia 27886-657 Barros de da Mota / RN",TO,Brasil
Enzo Novaes,66701564133,14/06/1924,1.0,"Conjunto Correia, 167 Betânia 88505-316 Azevedo / RO",AP,Brasil
Bruna Silveira,63300339959,10/09/1909,12.0,"Viaduto de da Rosa, 44 Lagoinha 03060-942 Carvalho da Serra / SP",AL,Brasil
Ana Beatriz Cavalcanti,40157197035,26/01/2035,108.0,"Vale Pires, 7 Pindura Saia 06256-896 Rocha de Peixoto / MA",RN,Brasil
Isaac Duarte,38792449415,22/02/1909,11.0,Conjunto Cunha Cachoeirinha 14994-093 Castro de Cardoso / PI,AL,Brasil
Arthur da Cunha,85584027759,16/08/2025,105.0,"Largo de Cardoso, 35 Marieta 3ª Seção 53283-567 das Neves de Novaes / PE",PI,Brasil
Sra. Luna Monteiro,88685594012,09/08/2032,113.0,"Rua Vinicius Lopes, 49 Lagoinha Leblon 60197-265 da Conceição / RN",SP,Brasil
Gabrielly Lima,10163283790,14/10/1910,116.0,"Vereda de Mendes, 56 São Bernardo 77771332 Duarte / PR",GO,Brasil
Paulo Costa,51305496409,04/05/2045,10.0,"Rodovia de Nascimento, 68 Marieta 2ª Seção 51704-502 Fernandes / DF",MS,Brasil
Pedro Lucas Dias,45639306444,10/08/2047,2.0,"Fazenda Cunha, 60 Casa Branca 92602287 Cavalcanti / MG",BA,Brasil
Dra. Alice Moraes,56929423088,25/11/2026,100.0,"Rua de Vieira, 67 Santa Cruz 67300-088 Silva / AL",MG,Brasil
Luiz Fernando da Cruz,75513521715,22/03/2040,12.0,Setor Correia Caetano Furquim 37413327 das Neves de Minas / PI,PE,Brasil
Yasmin da Luz,38296322110,17/10/1925,10.0,"Esplanada João Miguel Azevedo, 4 Mangueiras 08176-321 Silva da Praia / AC",RN,Brasil
Pedro Miguel Lopes,75343286704,09/09/1903,4.0,Esplanada Beatriz Fogaça Vila Piratininga 48212958 Cunha / PA,PE,Brasil
Cauã Nascimento,94924972866,21/10/2034,117.0,"Lagoa de Costela, 9 Conjunto São Francisco De Assis 11115-887 Sales / TO",SE,Brasil
Srta. Agatha Gomes,94582875424,20/11/1914,116.0,"Favela de Nunes, 76 São Gonçalo 54539-166 Jesus de Pereira / MG",SC,Brasil
Thales Nogueira,92308692778,23/03/2028,103.0,Passarela de Nunes Vila Antena Montanhês 58617-314 Barbosa / MT,RN,Brasil
Benjamin Costa,50147483423,03/04/2028,120.0,"Vila Vitor Gabriel Araújo, 9 Pedreira Padro Lopes 29385351 das Neves / PA",PR,Brasil
Sr. Yago Moreira,78235167878,06/08/1900,113.0,"Fazenda Novaes, 60 Vila Das Oliveiras 70066-665 Araújo do Galho / TO",RJ,Brasil
Camila Santos,92544121180,16/07/1950,3.0,"Viaduto Ana Laura Silveira, 324 Coração De Jesus 52883682 Sales dos Dourados / MS",MS,Brasil
Marcela Barros,40970594028,09/10/2043,5.0,"Avenida de Araújo, 26 Marajó 64897161 Monteiro de Duarte / AM",MA,Brasil
Marcelo Costela,30320303851,17/07/2031,12.0,"Viaduto Peixoto, 77 Vila Suzana Primeira Seção 61038-999 Ramos / AL",CE,Brasil
Calebe Porto,27328501384,15/09/2025,6.0,Quadra Moura Olhos D'água 76808150 Mendes de Minas / PB,AL,Brasil
João Miguel Santos,95586551529,20/01/2046,118.0,"Lago Renan Cardoso, 59 Santa Amelia 67660-651 Alves de Aragão / BA",CE,Brasil
Heitor Fogaça,89581006977,20/11/2046,13.0,"Loteamento Moraes, 81 Guaratã 23130240 Costa / RN",PB,Brasil
Benjamin Campos,28595667104,,,,MT,Brasil
Yuri Lima,12643221735,18/03/2034,112.0,"Chácara de da Rocha, 323 Maria Goretti 91223-503 Moura / PR",CE,Brasil
Matheus Araújo,93846104666,11/11/2032,1.0,"Rodovia Rodrigues, 6 Marilandia 06715592 Nascimento / RJ",MS,Brasil
Vitor Gabriel Costela,47011041062,01/02/1911,2.0,"Loteamento Araújo, 87 Vila Puc 60155202 Aragão de Novaes / RS",SC,Brasil
Manuela da Mota,88060921404,19/12/2032,3.0,"Setor de Pires, 82 Delta 63686-588 da Paz do Galho / MG",AC,Brasil
Ana Beatriz da Cunha,24040308710,,,,AM,Brasil
Evelyn Mendes,33993307096,19/06/1907,6.0,"Loteamento de Fernandes, 80 São Jorge 1ª Seção 74104945 Nogueira das Flores / BA",SC,Brasil
Ana Caldeira,18886276484,10/01/2049,112.0,"Chácara Pedro Lucas Castro, 15 Vila São Gabriel 35874429 Costa / RN",RN,Brasil
Isabella Mendes,72353341026,,,,MA,Brasil
Sra. Bárbara Costela,42018741229,16/02/2043,0.0,"Morro Augusto Costela, 19 Estoril 55369148 Gonçalves / PA",PE,Brasil
Beatriz Melo,62195426650,26/08/1922,108.0,"Ladeira de Vieira, 631 Vera Cruz 42422-826 Ribeiro do Amparo / PI",AP,Brasil
Dr. Bruno da Conceição,10538536457,26/02/1902,14.0,"Passarela Mendes, 44 Leticia 27893776 Lopes da Prata / PB",SP,Brasil
Sra. Bruna Fernandes,11715800203,28/05/2025,112.0,"Conjunto Maitê Pires, 872 Das Industrias I 23600545 Rezende / MT",RR,Brasil
Isabella Dias,90413035480,27/07/2047,13.0,"Setor Dias, 62 Juliana 69095-113 Carvalho / SC",PE,Brasil
Giovanna Caldeira,26456250361,28/01/2031,4.0,Jardim Ana Clara Silva Vila Santa Monica 1ª Seção 57372-831 Teixeira dos Dourados / AP,CE,Brasil
Luiz Gustavo da Rosa,73411367854,27/07/2045,103.0,Viela de Rezende Guaratã 99552605 Rocha / AM,ES,Brasil
Isis Caldeira,85119720980,26/10/1950,101.0,"Estrada de Duarte, 265 Estrela Do Oriente 18151626 Gonçalves / CE",MG,Brasil
Dra. Ana Carolina Viana,14854265802,25/08/2043,8.0,"Travessa Freitas, 68 Vila Jardim São José 59363411 Souza / MT",PR,Brasil
Nicole Ferreira,39908131567,02/02/2034,9.0,Conjunto Rafaela Costa Acaba Mundo 07788-678 Melo / SE,GO,Brasil
Raul Aragão,13968311409,04/10/2034,117.0,"Largo de Ferreira, 894 Vila Mangueiras 49790958 da Paz da Mata / GO",SP,Brasil
Nina Caldeira,47554352312,22/03/2042,8.0,Rua Rocha Vila São Paulo 86846488 Pereira de Peixoto / SP,MA,Brasil
Pedro Henrique Correia,71837939416,16/06/2044,112.0,"Lagoa Luiz Henrique Freitas, 53 Granja Werneck 40707-716 Pereira / RR",DF,Brasil
Maria Clara Ferreira,66310049199,,,,CE,Brasil
Bruna Farias,83169080041,10/08/2046,108.0,"Passarela de Carvalho, 727 São João 21189368 Cavalcanti de Teixeira / AL",AL,Brasil
Luigi Rocha,64719943691,04/11/2028,13.0,"Rua da Paz, 840 São João 33321263 Porto do Amparo / AM",PI,Brasil
Manuela Costela,14871403039,19/05/1938,100.0,"Favela de Ribeiro, 24 Tirol 45213398 Correia / SC",PB,Brasil
Thales Costela,98928940286,07/03/1911,102.0,"Loteamento de Araújo, 73 Granja Werneck 52214-909 Moura das Flores / MA",DF,Brasil
Stephany da Paz,52667255711,26/09/1917,105.0,"Recanto Emanuelly Moraes, 8 Biquinhas 79278172 Martins / SE",GO,Brasil
Noah Cardoso,55889890883,02/05/2048,15.0,"Residencial Ferreira, 68 Vila Mantiqueira 30581885 Rodrigues / PB",RO,Brasil
Dra. Luna Gonçalves,48914156273,16/08/1915,0.0,"Conjunto Costa, 896 Vila Maloca 41076381 Teixeira dos Dourados / RS",MT,Brasil
Lívia Ferreira,67344008977,18/03/1907,110.0,"Viaduto Luiz Miguel Oliveira, 40 Heliopolis 49681-633 Rezende / AC",PI,Brasil
Milena Mendes,91144263504,,,,AC,Brasil
Juan Martins,49937223166,03/09/2035,120.0,"Jardim Azevedo, 98 São Pedro 35595646 Porto / DF",RN,Brasil
Isabelly da Cunha,56164513972,24/04/2047,5.0,"Ladeira de Santos, 303 São Vicente 49302842 Pinto do Amparo / SE",ES,Brasil
Luigi Nascimento,80585462694,12/01/2046,115.0,"Feira de Cavalcanti, 7 Vila Piratininga Venda Nova 63064818 Nunes / SE",AL,Brasil
Laís Fernandes,85784458190,19/02/1929,105.0,"Colônia das Neves, 5 Vila Paris 21817-080 da Rocha / TO",SC,Brasil
Kaique Farias,46274310065,27/12/1910,7.0,"Trecho das Neves, 607 Jardim Alvorada 26141918 Costa / PA",PB,Brasil
Fernando Mendes,61440083186,23/06/1905,103.0,"Distrito de Ribeiro, 687 Garças 17100707 Nascimento de Carvalho / TO",MG,Brasil
Valentina Alves,69398502793,09/09/2044,120.0,"Praia Isabella da Luz, 60 São Francisco Das Chagas 11327828 Monteiro dos Dourados / MA",RO,Brasil
Manuela Mendes,32417642931,09/01/2047,10.0,"Recanto Rezende, 4 Bela Vitoria 15776-808 Fogaça / RN",RJ,Brasil
Lorenzo da Rocha,53889733335,17/03/2041,0.0,"Travessa de Fernandes, 843 Vila São Geraldo 29983917 Costela Paulista / BA",GO,Brasil
Anthony Gomes,40431596580,14/03/2040,12.0,"Vila Sales, 50 Jaqueline 17897-761 Monteiro / RR",AP,Brasil
Leandro Mendes,35877161665,,,,PR,Brasil
Maria Eduarda Martins,10239148883,,,,SE,Brasil
Joana Rocha,90704723092,16/11/1918,12.0,Sítio Beatriz Gomes Novo Glória 01323-965 Jesus / PE,SE,Brasil
Mariane Cardoso,39873426295,22/11/1924,11.0,"Rua Rodrigues, 59 Ouro Preto 31460637 Moraes do Norte / RR",SE,Brasil
Helena Nogueira,57125423593,19/04/2049,102.0,"Chácara Barros, 93 Colégio Batista 05381054 Lopes Verde / SE",MG,Brasil
Cauã Barros,47425869951,13/10/2042,100.0,"Avenida Breno Souza, 42 Oeste 32096-848 Lima da Praia / GO",ES,Brasil
Lavínia Silva,28698756320,10/01/1927,110.0,"Condomínio Cecília da Mota, 96 Vila Canto Do Sabiá 73032-324 Campos / SP",AC,Brasil
Daniel Cunha,19845806437,,,,MG,Brasil
Yuri Oliveira,94268592170,10/10/1945,110.0,"Feira de das Neves, 326 Marieta 3ª Seção 33316050 da Paz do Galho / SP",RR,Brasil
Davi Lucas Rodrigues,66285205377,22/10/1942,8.0,"Rodovia de Rezende, 3 Maravilha 09301379 Silva de Cardoso / SC",MT,Brasil
Lara Sales,92470532466,20/12/1902,13.0,"Quadra de Nascimento, 549 Vila Ipiranga 78452-066 Rodrigues das Pedras / TO",DF,Brasil
Ana Beatriz das Neves,66591565051,08/04/2032,12.0,"Favela Sophie Cavalcanti, 63 Baleia 29468679 Ferreira de Sales / SP",RN,Brasil
Dr. Bernardo da Mata,26925982763,,,,PE,Brasil
Thiago Martins,18652675489,19/04/1947,118.0,"Recanto Cauã Barros, 2 Bom Jesus 58315-479 Silva Verde / PE",MS,Brasil
Marcela Porto,35875640818,,,,RJ,Brasil
João Pedro Fernandes,11953305161,,,,ES,Brasil
Lavínia da Luz,40679690655,15/10/1917,1.0,"Trevo Heitor Fogaça, 69 Barão Homem De Melo 1ª Seção 34306183 Araújo / AP",RS,Brasil
Breno Moura,98005550277,18/07/1948,5.0,Residencial Almeida Morro Dos Macacos 43612313 Araújo do Oeste / RN,PE,Brasil
Emanuella Azevedo,85499165603,17/06/1919,9.0,"Jardim de Jesus, 4 Braúnas 13129309 Sales de Sales / RS",BA,Brasil
Sr. Nicolas Rocha,16844821940,17/05/2036,114.0,"Passarela Araújo, 79 Lagoinha Leblon 54112924 Lima de Minas / AM",AC,Brasil
Dr. Henrique Rezende,97485942760,05/10/1944,3.0,"Avenida de da Mota, 48 Parque São José 80466-988 Lopes / RN",PE,Brasil
Ana Luiza Ramos,81335132045,14/10/2025,109.0,"Recanto Pereira, 694 Jardim Montanhês 53203244 Castro do Sul / SE",RS,Brasil
Natália Dias,20939100719,25/09/2049,0.0,"Parque Noah Alves, 5 Granja De Freitas 98934270 Lopes da Praia / PB",MA,Brasil
Kaique Araújo,32105306465,05/09/2046,115.0,"Via Yago da Mota, 1 Vila Maloca 92426-715 da Luz / RO",PR,Brasil
Thiago Silva,47634946069,,,,RS,Brasil
Breno Dias,84022583210,25/06/1914,11.0,Viaduto Emanuella Silva Prado 83526120 Cavalcanti de Ramos / PA,PA,Brasil
Dra. Emanuelly Ramos,33752927559,23/02/1928,101.0,"Colônia de da Conceição, 5 Lourdes 52403-624 Farias / MT",PA,Brasil
Paulo Aragão,48908314785,14/04/2036,118.0,"Loteamento Vitor Viana, 27 Vila Da Paz 37863606 Santos / AL",BA,Brasil
Maria Vitória Ferreira,22478573728,,,,AC,Brasil
Dr. Enrico Duarte,11791744768,08/08/2045,5.0,Vereda de Fernandes Mineirão 17137768 Farias do Oeste / BA,BA,Brasil
Benjamin Pinto,38346434334,08/07/1916,119.0,"Alameda Aragão, 3 Serrano 77042-631 Costela / DF",SE,Brasil
Alexandre Ribeiro,13178911967,,,,DF,Brasil
Ana Laura Cunha,27650303292,01/06/1942,104.0,"Sítio Igor Porto, 87 Palmeiras 80491-725 Rodrigues do Galho / BA",RS,Brasil
Stella da Mota,93575571281,14/07/1918,101.0,"Avenida de Carvalho, 6 São Cristóvão 94684934 Lopes / RN",PI,Brasil
Agatha Correia,59132223233,12/03/1921,10.0,"Rua Souza, 273 Granja Werneck 89132-159 da Costa de Caldeira / PE",PR,Brasil
Sophia Silveira,65419998545,06/02/2040,120.0,"Área Rebeca Fernandes, 73 Cidade Jardim Taquaril 52128319 Pires de da Paz / PR",DF,Brasil
Leonardo Castro,10462439006,12/11/2037,10.0,"Praça de Caldeira, 543 Lagoa 54308-832 Monteiro da Praia / AM",MA,Brasil
Daniel Lopes,52560691023,,,,PI,Brasil
Thiago Campos,26024990517,12/12/1900,9.0,"Favela Gonçalves, 69 Anchieta 80614-830 Campos / RN",AM,Brasil
Dr. Benício Pires,89079739865,17/07/2027,13.0,"Pátio Azevedo, 8 Vila Dos Anjos 33053-167 Moreira / MG",AP,Brasil
Marina Rezende,56862083848,10/07/2037,117.0,"Núcleo Davi Lucca Cavalcanti, 51 Vila Inestan 70083-615 da Paz do Norte / SP",PE,Brasil
Ryan Vieira,41955524489,26/07/2036,102.0,"Sítio de Nogueira, 96 Vila Coqueiral 22323-798 da Luz / AL",MT,Brasil
Mirella das Neves,39457952429,26/04/2026,8.0,"Área Ana Clara Viana, 113 Cachoeirinha 24155-074 Nogueira da Prata / PB",SC,Brasil
Luiz Henrique Lopes,37736293461,07/06/1944,101.0,"Vereda Luna Ramos, 88 Boa União 2ª Seção 39857015 Cardoso / AM",RS,Brasil
Otávio Freitas,97247969637,14/03/2044,0.0,Lagoa de da Conceição São João 78697051 da Conceição de da Costa / BA,RN,Brasil
Dr. Luiz Otávio Oliveira,38766920592,27/10/1943,3.0,"Parque Olivia da Paz, 48 Vila Havaí 29549-679 da Cruz de Pereira / AP",RO,Brasil
Giovanna Nascimento,74449523821,06/12/1910,112.0,"Área de Dias, 86 Cônego Pinheiro 2ª Seção 86798217 Mendes / MT",MS,Brasil
Sra. Bianca Viana,34501682660,17/11/2033,6.0,"Viela Maria Sophia Melo, 5 Aeroporto 18247770 Vieira / CE",ES,Brasil
João Vitor Ferreira,14323671562,05/10/1950,15.0,"Lagoa João Gabriel Melo, 56 Marieta 1ª Seção 26790060 Jesus / MA",PA,Brasil
Carolina Gonçalves,29091647888,10/08/1946,12.0,"Colônia Silveira, 293 Leticia 26363-588 Fernandes de Costela / ES",AP,Brasil
Gabrielly Farias,56602899536,13/01/2032,119.0,"Fazenda Cardoso, 34 Coração Eucarístico 36842827 da Luz de Souza / PI",AM,Brasil
Henrique Freitas,67533929402,10/03/1945,8.0,"Largo de Lima, 50 Petropolis 28107-052 Peixoto / RJ",RJ,Brasil
João Lucas da Paz,27926524529,24/02/2042,119.0,"Vale Calebe Oliveira, 8 Nova Esperança 91215598 Ferreira Paulista / AP",RO,Brasil
Marina da Paz,29560305527,12/08/2035,116.0,"Vale de Alves, 21 Jardim Guanabara 53096-470 Pires do Campo / PB",PB,Brasil
Yasmin Jesus,86716199987,12/11/1917,8.0,Esplanada de Ribeiro Ventosa 36027-336 da Costa de Cunha / RS,ES,Brasil
Maria Clara Santos,91261527038,11/03/2047,15.0,"Rodovia da Rosa, 692 Nova Gameleira 00464349 Oliveira de Oliveira / AM",AP,Brasil
Breno Alves,19578021338,22/07/2034,112.0,"Pátio de Moreira, 2 Vila Fumec 92699-178 Oliveira / PI",MA,Brasil
Rodrigo Farias,97411185601,24/10/1919,120.0,"Praça Carvalho, 2 Saudade 07983-246 Silveira / CE",CE,Brasil
Luiza Monteiro,87397870567,22/07/1925,6.0,"Avenida Pires, 372 Lorena 77136-756 Gomes de Mendes / RO",RO,Brasil
Heloísa Carvalho,49862227071,25/09/1921,1.0,"Feira Jesus, 62 Inconfidência 70026-451 Campos dos Dourados / RJ",RO,Brasil
Luiz Miguel Rocha,29251698469,20/07/2048,103.0,"Rodovia Pereira, 20 Santa Margarida 37673029 Martins / AP",MA,Brasil
Ana Laura Nunes,25889954292,02/10/2032,112.0,"Ladeira de Melo, 23 Buraco Quente 52936580 Gonçalves da Mata / AP",MS,Brasil
Marcos Vinicius Nunes,34424693505,15/04/2034,2.0,"Núcleo Porto, 6 Graça 10217494 Gomes / RR",PE,Brasil
Mirella Nascimento,17537259491,24/08/2035,107.0,"Lagoa Alice Gomes, 90 Santa Maria 44014-965 Fogaça de Pereira / AC",RS,Brasil
Sarah Ramos,81921130598,06/04/1911,15.0,"Vereda Emanuella Cavalcanti, 49 Vila Nova Gameleira 3ª Seção 90138944 Cardoso de Minas / ES",PE,Brasil
Olivia Ramos,62296409356,20/07/1917,114.0,Residencial Esther Gomes Jardim Dos Comerciarios 32680852 Aragão Paulista / PI,PA,Brasil
Dr. Bruno Farias,87504941936,24/05/2045,107.0,"Estrada de Sales, 4 Bonsucesso 18191-400 Nascimento do Campo / PB",SE,Brasil
Maysa Nascimento,85665058237,06/08/2043,113.0,"Área de Jesus, 95 Conjunto Bonsucesso 23130533 Carvalho / DF",SC,Brasil
Benjamin Araújo,99286791611,21/01/1941,105.0,"Viaduto Viana, 94 Vila Paquetá 64535-080 Azevedo de da Costa / PE",SE,Brasil
Sarah Moura,19825015034,10/10/2035,11.0,Pátio de Caldeira Minas Brasil 35868-006 Barbosa / RR,TO,Brasil
Raul Gomes,63420772347,,,,AP,Brasil
Ian das Neves,74892775790,13/09/1941,100.0,"Ladeira de da Luz, 32 Renascença 31157979 Dias / AC",MT,Brasil
Vitor Gabriel Nogueira,65619967283,14/11/1905,13.0,"Viaduto de Silveira, 65 Centro 57920-052 Gonçalves Verde / PB",PE,Brasil
Ana Vitória Gomes,18765065596,25/01/1922,0.0,"Jardim Carvalho, 611 Pantanal 51200294 Cardoso / RO",AC,Brasil
Dra. Alice Sales,66656617650,,,,CE,Brasil
Davi Luiz da Mata,51688770456,14/11/1913,101.0,"Fazenda da Conceição, 704 Gameleira 69015125 Ferreira / RJ",AM,Brasil
Sra. Isabel Santos,44464042379,13/02/1927,0.0,"Vereda Nicolas da Rosa, 92 Santa Terezinha 14368-800 Castro / RO",PI,Brasil
Gabriela Moreira,58023798023,25/11/1904,112.0,Largo de Aragão Vila Dos Anjos 49462-088 Dias de Nascimento / PA,ES,Brasil
Giovanna da Conceição,27845742841,05/08/1912,13.0,"Pátio Vicente da Mata, 55 Piraja 16978486 Santos / PA",PR,Brasil
Joana Moreira,82997070866,02/06/2041,11.0,"Praia Rafaela Nascimento, 63 Nova Vista 51996109 Nascimento de da Rosa / BA",RJ,Brasil
Leonardo Rezende,83296563062,10/01/1931,4.0,"Núcleo de Viana, 61 Chácara Leonina 43689533 Novaes / SP",SE,Brasil
Joana Vieira,56274377438,20/10/1908,3.0,"Trevo de da Luz, 92 Cruzeiro 08459-130 da Luz / CE",GO,Brasil
Fernando Fogaça,76261706018,11/06/1913,1.0,"Área Leandro Porto, 158 Jardim Guanabara 08148-592 da Luz / AC",RO,Brasil
Alice Pereira,94353306528,28/05/1902,118.0,"Estrada Lívia Martins, 21 Tres Marias 83429739 da Paz / AL",SC,Brasil
Cauê Rocha,18913493655,13/11/2042,10.0,"Recanto de Freitas, 807 Ambrosina 85310255 Barbosa do Galho / BA",MA,Brasil
Leonardo Lopes,78034672196,,,,AL,Brasil
Caroline Rezende,35715022953,02/06/2043,110.0,"Setor Campos, 93 Petropolis 33596-054 Rocha da Praia / AL",TO,Brasil
Diogo Martins,84586704870,24/01/2034,3.0,"Residencial Gonçalves, 971 Pirineus 82508-508 Barbosa / SC",SE,Brasil
Dra. Isabella Aragão,84370781728,19/03/2027,14.0,"Praia de Moura, 23 Jardim Dos Comerciarios 72608481 Sales / SP",MA,Brasil
Dr. Heitor Viana,54864018339,19/06/1932,8.0,"Loteamento de Azevedo, 44 Pindura Saia 11938-360 Jesus de Goiás / MS",AP,Brasil
Mirella Melo,76146356043,20/04/1947,120.0,"Pátio de Almeida, 241 Solimoes 28286-122 Oliveira de Mendes / PB",PB,Brasil
Maria Clara Moreira,96809716588,18/12/2034,119.0,"Jardim de Nascimento, 5 Mantiqueira 30290666 Dias dos Dourados / PI",RS,Brasil
Vitor Gabriel Rodrigues,43582779474,04/05/1919,118.0,"Loteamento Marcelo Moura, 32 Nova Pampulha 08060-921 Freitas de Goiás / RJ",MG,Brasil
Larissa Santos,39368717967,02/12/1912,102.0,"Vereda de Freitas, 64 Cdi Jatoba 56514-409 Lopes de Dias / RO",MG,Brasil
Mariane Nascimento,90078582743,01/08/1941,9.0,Viela Pereira Marieta 2ª Seção 80623513 da Cruz / MT,SE,Brasil
Milena Barros,99227006346,18/11/2039,6.0,"Quadra de da Rocha, 75 Vila Tirol 10122-136 Barros / AC",SE,Brasil
Noah Caldeira,95343254333,,,,MT,Brasil
Srta. Daniela da Rocha,36216406675,06/11/1929,102.0,"Jardim João Gabriel Campos, 8 Alto Barroca 46428-237 da Paz / RJ",AM,Brasil
Dra. Isadora Cardoso,63151862659,21/01/1916,0.0,"Ladeira de Novaes, 18 Carlos Prates 27693-976 Fogaça / RJ",PI,Brasil
Heloísa Silveira,71979419711,19/05/2048,101.0,"Loteamento Emilly Almeida, 8 Teixeira Dias 46178-929 Alves / RO",RS,Brasil
Levi Cavalcanti,34037544132,18/05/1908,111.0,"Aeroporto Breno Aragão, 74 Jardim São José 62556461 Viana de das Neves / ES",RO,Brasil
Sr. João Vitor Oliveira,31077221311,04/05/2036,10.0,"Trevo Silveira, 91 Solar Do Barreiro 67786001 Pereira / RO",RR,Brasil
Matheus Moraes,48465256383,12/12/2045,101.0,"Viela de Peixoto, 5 Granja Werneck 09595-923 Fogaça de Minas / DF",PA,Brasil
Thiago Monteiro,22371604856,17/02/2042,116.0,"Condomínio de Gomes, 76 São José 09293118 Almeida do Sul / AM",RJ,Brasil
Srta. Isabel Correia,87587639141,02/05/2050,108.0,"Praça Gomes, 1 Caetano Furquim 96947942 Pinto das Flores / SE",MS,Brasil
Bernardo da Cruz,37935859218,13/03/2026,114.0,"Favela de Silveira, 67 Vila Coqueiral 30371-733 Rodrigues / SP",BA,Brasil
Breno Melo,32588133569,21/12/2046,0.0,"Largo Carvalho, 23 Fernão Dias 12336-911 Nascimento do Norte / RO",MA,Brasil
Gustavo Henrique Ramos,76871145284,14/05/1950,102.0,"Parque Felipe Rezende, 32 Centro 99888-266 da Mota / RO",PB,Brasil
Dra. Ana Rezende,30078801054,10/06/2049,7.0,"Esplanada João Felipe Freitas, 5 Engenho Nogueira 92478-946 Costa do Campo / MG",PB,Brasil
André Lima,81726571281,17/09/1901,120.0,"Estação Moreira, 264 Bairro Das Indústrias Ii 95710-993 Nascimento / BA",MG,Brasil
Agatha Nogueira,81257960737,21/09/1909,4.0,"Estrada Dias, 81 Esplanada 55117612 Santos / SE",PB,Brasil
Erick Vieira,83324576678,18/04/2040,1.0,"Lagoa Lorena Sales, 23 São Pedro 84450-527 Mendes / RS",AL,Brasil
André da Rocha,80934933487,,,,DF,Brasil
Maysa Rezende,97788475071,06/07/1931,3.0,"Parque Souza, 26 Pompéia 06611-977 Pinto de Monteiro / PI",AM,Brasil
Emilly Costa,32908230980,16/04/1901,108.0,"Vila de Silva, 67 Cônego Pinheiro 1ª Seção 11232-650 Vieira / SP",PB,Brasil
Rafaela Silva,58388148271,02/06/1947,6.0,"Loteamento Bruno Silva, 6 Vila Engenho Nogueira 85391-382 Oliveira do Amparo / CE",ES,Brasil
Vitória da Rosa,72708653840,26/04/2042,119.0,"Recanto de da Cruz, 318 Camponesa 1ª Seção 62663532 Oliveira / AL",MT,Brasil
Benjamin Silveira,56185904160,27/03/1926,103.0,"Vila Eduardo da Luz, 3 Vila São Paulo 35753325 Silveira / AL",PE,Brasil
Sr. Carlos Eduardo Correia,50233327016,28/06/2025,113.0,"Largo Isaac da Cruz, 33 São Jorge 3ª Seção 12956013 Carvalho / RO",PR,Brasil
Bernardo Pinto,28507608462,27/04/2027,12.0,"Campo Marina Caldeira, 5 Penha 80389-760 Freitas / ES",BA,Brasil
Lívia Viana,20934073486,,,,PI,Brasil
Davi Lucas Monteiro,62258448936,04/07/2038,111.0,"Vereda de Peixoto, 105 Salgado Filho 91237-336 Moreira / SE",SP,Brasil
Marcos Vinicius Rodrigues,61727054503,15/10/1940,117.0,"Fazenda de Souza, 99 Palmares 00566670 Porto / ES",PB,Brasil
Manuela Costela,68697987916,13/08/2041,118.0,"Chácara Joana Santos, 302 Barão Homem De Melo 2ª Seção 59013540 Ramos / PA",MS,Brasil
Pedro Miguel Aragão,30169194084,03/11/2045,9.0,"Favela Pedro Henrique Lopes, 87 Vila Nova Cachoeirinha 1ª Seção 46177361 Silva do Sul / BA",MS,Brasil
Francisco Rezende,74676073098,21/02/1911,6.0,"Chácara Daniela Costela, 66 Dom Joaquim 15742-738 Castro do Norte / AP",PE,Brasil
Sophia Barros,93500233626,20/07/2045,111.0,"Feira de da Conceição, 810 Flamengo 93982-044 da Rocha de Nunes / AL",ES,Brasil
Brenda Silva,61513861204,09/09/2029,106.0,Feira Moreira Santa Helena 55182526 Ribeiro da Prata / AP,SP,Brasil
Nicole Nogueira,71917573445,25/11/1945,120.0,"Rua Alice Ramos, 347 Santa Rosa 88354-414 Freitas / AP",RR,Brasil
Lucas Pereira,99046579885,28/11/2027,7.0,"Passarela Heitor Barros, 722 Castelo 59731-119 Ribeiro / AC",BA,Brasil
Alexia Nunes,97785178208,18/05/1944,113.0,Parque de Fogaça Santa Helena 88765-569 Cardoso de Costela / DF,MG,Brasil
Sra. Joana das Neves,82484329407,14/11/2044,6.0,"Alameda de Campos, 77 Estrela 03392860 Rezende / SP",GO,Brasil
Matheus Aragão,96819112056,18/04/2049,12.0,"Quadra Vieira, 2 União 32216796 Carvalho / SE",BA,Brasil
Nina Ramos,65869584102,10/08/1934,101.0,"Vale Maitê Azevedo, 51 São Paulo 44658-164 Monteiro de da Conceição / RO",RJ,Brasil
Julia da Costa,58426017188,26/08/1948,118.0,"Rodovia Clara Gomes, 2 Mangueiras 94270102 Ferreira da Mata / RJ",SC,Brasil
Lucca Freitas,43764225849,11/08/1930,1.0,"Estação Evelyn Fogaça, 83 Vila Nova Cachoeirinha 2ª Seção 29561430 Fernandes do Oeste / RR",TO,Brasil
Raul da Cruz,12374827744,20/07/1903,110.0,"Conjunto de da Mata, 573 Lagoinha 75873684 Ferreira de Minas / RJ",MA,Brasil
Sr. Antônio Souza,55612493364,19/05/2046,10.0,Sítio Luigi Ribeiro Heliopolis 20626440 Moreira / MT,RO,Brasil
Marcelo Cardoso,76686262829,04/12/2037,105.0,"Parque Kaique da Costa, 81 Nazare 33870-935 da Paz de Goiás / MT",RJ,Brasil
